Genus,Species,Genus Specis,Common Name,Compound Name,Reference (Nature format)
Leucaena,leucocephala,Leucaena leucocephala,"Lead Tree, River Tamarind",Mimosine,"adalamenti, E., Maggio, A., Dardi, A., Piccionello, A. P. & La Mantia, T. Low mimosine content and nutrient-rich foliage of two Leucaena leucocephala varieties: a potential fodder resource in Mediterranean agroforestry systems. Plant Biosyst 156, 606-612 (2022). https://doi.org/10.1080/11263504.2022.2048277"
Leucaena,leucocephala,Leucaena leucocephala,"Lead Tree, River Tamarind",Mimosine,"da Silva Rodrigues-Honda, K. C., Honda, M. D. H., Borthakur, D. & Fett-Neto, A. G. Methods of Mimosine Extraction from Leucaena leucocephala (L. leucocephala) (Lam.) de Wit Leaves. Methods in Molecular Biology (New York, NY, United States) 2469, 231-237 (2022). https://doi.org/10.1007/978-1-0716-2185-1_19"
Leucaena,leucocephala,Leucaena leucocephala,"Lead Tree, River Tamarind",Mimosine,"Aquino-González, L. V. et al. Potential of Leucaena leucocephala and Leucaena esculenta Seeds in Human Nutrition: Composition, Techno-functional Properties, Toxicology and Pretreatment Technologies. Legume Res 46, 1261-1270 (2023). https://doi.org/10.18805/Lrf-743"
Leucaena,leucocephala (spp. Glabrata),Leucaena leucocephala (spp. Glabrata),"giant leucaena, a tree)",Mimosine,"Rodrigues-Correa, K. C. d. S., Honda, M. D. H., Borthakur, D. & Fett-Neto, A. G. Mimosine accumulation in Leucaena leucocephala in response to stress signaling molecules and acute UV exposure. Plant Physiology and Biochemistry (Issy-les-Moulineaux, France) 135, 432-440 (2019). https://doi.org/10.1016/j.plaphy.2018.11.018"
Leucaena,leucocephala (spp. Glabrata),Leucaena leucocephala (spp. Glabrata),"giant leucaena, a tree)",Mimosine,"Bageel, A., Honda, M. D. H., Carrillo, J. T. & Borthakur, D. Giant leucaena ( subsp. ): a versatile tree-legume for sustainable agroforestry. Agroforest Syst 94, 251-268 (2020). https://doi.org/10.1007/s10457-019-00392-6"
Leucaena,leucocephala (spp. Glabrata),Leucaena leucocephala (spp. Glabrata),"giant leucaena, a tree)",Mimosine,"Honda, M. D. H. & Borthakur, D. Mimosine facilitates metallic cation uptake by plants through formation of mimosine-cation complexes. Plant Molecular Biology 102, 431-445 (2020). https://doi.org/10.1007/s11103-019-00956-1"
Leucaena,leucocephala (spp. Glabrata),Leucaena leucocephala (spp. Glabrata),"giant leucaena, a tree)",Mimosine,"Honda, M. D. H., Ishihara, K. L., Pham, D. T. & Borthakur, D. Highly expressed genes in the foliage of giant leucaena (Leucaena leucocephala subsp. glabrata), a nutritious fodder legume in the tropics. Plant Biosyst 154, 107-116 (2020). https://doi.org/10.1080/11263504.2019.1578283"
Leucaena,leucocephala (spp. Glabrata),Leucaena leucocephala (spp. Glabrata),"giant leucaena, a tree)",Mimosine,"Honda, M. D. H. & Borthakur, D. Mimosine is a stress-response molecule that serves as both an antioxidant and osmolyte in giant leucaena (Leucaena leucocephala subsp. glabrata) during environmental stress conditions. Plant Stress 2 (2021). https://doi.org/10.1016/j.stress.2021.100015"
Leucaena,leucocephala (spp. Glabrata),Leucaena leucocephala (spp. Glabrata),"giant leucaena, a tree)",Mimosine,"Bageel, A. M. & Borthakur, D. The effects of pH, salinity, age of leaves, post-harvest storage duration, and psyllid infestation on nutritional qualities of giant leucaena fodder. Journal of Crop Science and Biotechnology 25, 381-392 (2022). https://doi.org/10.1007/s12892-021-00139-9"
Leucaena,leucocephala (spp. Glabrata),Leucaena leucocephala (spp. Glabrata),"giant leucaena, a tree)",Mimosine,"Honda, M. & Borthakur, D. Mimosine concentration in giant leucaena (Leucaena leucocephala subsp. glabrata) fluctuates with age and plant part. Trop Grassl-Forrajes 12, 11-23 (2024). https://doi.org/10.17138/Tgft(12)11-23"
Leucaena,pallida,Leucaena pallida,,Mimosine,"Soedarjo, M. & Borthakur, D. Mimosine, a toxin produced by the tree-legume Leucaena provides a nodulation competition advantage to mimosine-degrading Rhizobium strains. Soil Biology & Biochemistry 30, 1605-1613 (1998). https://doi.org/10.1016/s0038-0717(97)00180-6"
Leucaena,pulverulenta,Leucaena pulverulenta,,Mimosine,"Brewbaker, J. L. & Hylin, J. W. Variation in mimosine content among Leucaena species and related Mimosaceae. Crop Science 5, 348-349 (1965). https://doi.org/10.2135/cropsci1965.0011183x000500040019x"
Leucaena,pulverulenta,Leucaena pulverulenta,,Mimosine,"Soedarjo, M. & Borthakur, D. Mimosine, a toxin produced by the tree-legume Leucaena provides a nodulation competition advantage to mimosine-degrading Rhizobium strains. Soil Biology & Biochemistry 30, 1605-1613 (1998). https://doi.org/10.1016/s0038-0717(97)00180-6"
Leucaena,pulverulenta,Leucaena pulverulenta,,Mimosine,"Gonzalez, V., Brewbaker, J. L. & Hamill, D. E. Leucaena Cytogenetics in Relation to Breeding of Low Mimosine Lines. Crop Science 7, 140-+ (1967). https://doi.org/DOI 10.2135/cropsci1967.0011183X000700020014x"
Leucaena,retusa,Leucaena retusa,,Mimosine,"Soedarjo, M. & Borthakur, D. Mimosine, a toxin produced by the tree-legume Leucaena provides a nodulation competition advantage to mimosine-degrading Rhizobium strains. Soil Biology & Biochemistry 30, 1605-1613 (1998). https://doi.org/10.1016/s0038-0717(97)00180-6"
Leucaena,trichodes,Leucaena trichodes,,Mimosine,"Gonzalez, V., Brewbaker, J. L. & Hamill, D. E. Leucaena Cytogenetics in Relation to Breeding of Low Mimosine Lines. Crop Science 7, 140-+ (1967). https://doi.org/DOI 10.2135/cropsci1967.0011183X000700020014x"
Mimosa,pigra,Mimosa pigra,,Mimosine,"Soedarjo, M. & Borthakur, D. Mimosine, a toxin produced by the tree-legume Leucaena provides a nodulation competition advantage to mimosine-degrading Rhizobium strains. Soil Biology & Biochemistry 30, 1605-1613 (1998). https://doi.org/10.1016/s0038-0717(97)00180-6"
Mimosa,pudica,Mimosa pudica,"sleeping grass, sensitive plant, humble plant, shy plant, touch-menot, chuimui",Mimosine,"Tiwari, H. P. & Spenser, I. D. Precursors of mimosine in Mimosa pudica. Can J Biochem 43, 1687-1691 (1965). https://doi.org/10.1139/o65-186"
Mimosa,pudica,Mimosa pudica,"sleeping grass, sensitive plant, humble plant, shy plant, touch-menot, chuimui",Mimosine,"Tiwari, H. P., Penrose, W. R. & Spenser, I. D. Biosynthesis of mimosine: incorporation of serine and of α-aminoadipic acid. Phytochemistry 6, 1245-1248 (1967). https://doi.org/10.1016/s0031-9422(00)86087-2"
Mimosa,pudica,Mimosa pudica,"sleeping grass, sensitive plant, humble plant, shy plant, touch-menot, chuimui",Mimosine,"Renz, J. Z. Physiol. Chem. 244, 153 (1936)."
Mimosa,pudica,Mimosa pudica,"sleeping grass, sensitive plant, humble plant, shy plant, touch-menot, chuimui",Mimosine,"Notation, A. D. & Spenser, I. D. Biosynthesis of Mimosine: Incorporation of Aspartic Acid into the Pyridone Nucleus. Can J Biochem 42, 1803-1808 (1964). https://doi.org/10.1139/o64-191"
Mimosa,pudica,Mimosa pudica,"sleeping grass, sensitive plant, humble plant, shy plant, touch-menot, chuimui",Mimosine,"Murakoshi, I., Ohmiya, S. & Haginiwa, J. Mimoside. Glucosidic metabolite of mimosine in Mimosa pudica and Leucaena leucocephala. Chemical & Pharmaceutical Bulletin 19, 2655-2657 (1971). https://doi.org/10.1248/cpb.19.2655"
Mimosa,pudica,Mimosa pudica,"sleeping grass, sensitive plant, humble plant, shy plant, touch-menot, chuimui",Mimosine,"La, S. et al. Enantioseparation of chiral aromatic amino acids by capillary electrophoresis in neutral and charged cyclodextrin selector modes. Electrophoresis 23, 4123-4131 (2002). https://doi.org/10.1002/elps.200290030"
Mimosa,pudica,Mimosa pudica,"sleeping grass, sensitive plant, humble plant, shy plant, touch-menot, chuimui",Mimosine,"La, S., Kim, A., Kim, J.-H., Choi, O.-K. & Kim, K.-R. Profiling and screening analysis of 27 aromatic amino acids by capillary electrophoresis in dual modes. Electrophoresis 23, 1080-1089 (2002). https://doi.org/10.1002/1522-2683(200204)23:7/8<1080::aid-elps1080>3.0.co;2-f"
Mimosa,pudica,Mimosa pudica,"sleeping grass, sensitive plant, humble plant, shy plant, touch-menot, chuimui",Mimosine,"Nair, L. S., Menon, S. N., Shailajan, S., Baing, M. M. & Sane, R. T. Reversed-phase high-performance thin-layer chromatographic quantification of mimosine from whole plant of Mimosa pudica Linn. Journal of Planar Chromatography--Modern TLC 20, 49-51 (2007). https://doi.org/10.1556/jpc.20.2007.1.7"
Mimosa,pudica,Mimosa pudica,"sleeping grass, sensitive plant, humble plant, shy plant, touch-menot, chuimui",Mimosine,"Champanerkar, P. A., Vaidya, V. V., Shailajan, S. & Menon, S. N. A sensitive, rapid and validated liquid chromatography - tandem mass spectrometry (LC-MS-MS) method for determination of Mimosine in Mimosa pudica Linn. Natural Science (Irvine, CA, United States) 2, 713-717 (2010). https://doi.org/10.4236/ns.2010.27088"
Mimosa,pudica,Mimosa pudica,"sleeping grass, sensitive plant, humble plant, shy plant, touch-menot, chuimui",Mimosine,"Ogita, S., Kato, M., Watanabe, S. & Ashihara, H. The co-occurrence of two pyridine alkaloids, mimosine and trigonelline, in Leucaena leucocephala. Zeitschrift fuer Naturforschung, C: Journal of Biosciences 69, 124-132 (2014). https://doi.org/10.5560/znc.2013-0137"
Rumex,nepalensis,Rumex nepalensis,,Mimosine,"Wangchuk, K. Himalayan dock (Rumex nepalensis): the flip side of obnoxious weed. J Anim Sci Technol 57, 34 (2015). https://doi.org/10.1186/s40781-015-0067-z"
Adenodolichos,punctatus,Adenodolichos punctatus,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Afgekia,sericea,Afgekia sericea,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Alhagi,graecorum,Alhagi graecorum,maworum,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Alhagi,ovalifolius,Alhagi ovalifolius,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Alhagi,vizghisorum,Alhagi vizghisorum,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Anthyllis,(2 species),Anthyllis (2 species),,Canavanine,"Turner, B. L. & Harborne, J. B. Distribution of canavanine in the plant kingdom. Phytochemistry 6, 863-866 (1967). https://doi.org/10.1016/s0031-9422(00)86033-1"
Anthyllis,cornicina,Anthyllis cornicina,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Anthyllis,vulneraria,Anthyllis vulneraria,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Anthyllis,vulneraria,Anthyllis vulneraria,,Canavanine,"Elamine, Y., Alaiz, M., Giron-Calle, J., Guine, R. P. F. & Vioque, J. Nutritional Characteristics of the Seed Protein in 23 Mediterranean Legumes. Agronomy-Basel 12 (2022). https://doi.org/10.3390/agronomy12020400"
Anthyllis,barba-jovis,Anthyllis barba-jovis,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Anthyllis,vulneraria,Anthyllis vulneraria,,Canavanine,"Bell, E. A. Canavanine and related compounds in Leguminosae. Biochem J 70, 617-619 (1958). https://doi.org/10.1042/bj0700617"
Anthyllis,vulneraria,Anthyllis vulneraria,,Canavanine,"Rosenthal, G. A. Interrelation of canavanine and urease in seeds of the lotoideae. Journal of Experimental Botany 25, 609-613 (1974). "
Aotus,ericoides,Aotus ericoides,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Aotus,villosa,Aotus villosa,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Apios,americana,Apios americana,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Astragalus,(120 species),Astragalus (120 species),,Canavanine,"Turner, B. L. & Harborne, J. B. Distribution of canavanine in the plant kingdom. Phytochemistry 6, 863-866 (1967). https://doi.org/10.1016/s0031-9422(00)86033-1"
Astragalus,alopecuroides,Astragalus alopecuroides,,Canavanine,"Bell, E. A. Canavanine in the Leguminosae. Biochem J 75, 618-620 (1960). https://doi.org/10.1042/bj0750618"
Astragalus,cicer,Astragalus cicer,,Canavanine,"Rosenthal, G. A. Interrelation of canavanine and urease in seeds of the lotoideae. Journal of Experimental Botany 25, 609-613 (1974). "
Astragalus,cymbaecarpos,Astragalus cymbaecarpos,,Canavanine,"Elamine, Y., Alaiz, M., Giron-Calle, J., Guine, R. P. F. & Vioque, J. Nutritional Characteristics of the Seed Protein in 23 Mediterranean Legumes. Agronomy-Basel 12 (2022). https://doi.org/10.3390/agronomy12020400"
Astragalus,hamosus,Astragalus hamosus,,Canavanine,"Elamine, Y., Alaiz, M., Giron-Calle, J., Guine, R. P. F. & Vioque, J. Nutritional Characteristics of the Seed Protein in 23 Mediterranean Legumes. Agronomy-Basel 12 (2022). https://doi.org/10.3390/agronomy12020400"
Astragalus,panduratus,Astragalus panduratus,,Canavanine,"Rosenthal, G. A. Interrelation of canavanine and urease in seeds of the lotoideae. Journal of Experimental Botany 25, 609-613 (1974). "
Astragalus,pelecinus,Astragalus pelecinus,,Canavanine,"Elamine, Y., Alaiz, M., Giron-Calle, J., Guine, R. P. F. & Vioque, J. Nutritional Characteristics of the Seed Protein in 23 Mediterranean Legumes. Agronomy-Basel 12 (2022). https://doi.org/10.3390/agronomy12020400"
Astragalus ,rubyi,Astragalus  rubyi,,Canavanine,"Rosenthal, G. A. Interrelation of canavanine and urease in seeds of the lotoideae. Journal of Experimental Botany 25, 609-613 (1974). "
Astregalus,acinaciferus,Astregalus acinaciferus,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Astregalus,aipinus,Astregalus aipinus,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Astregalus,allochrous,Astregalus allochrous,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Astregalus,alopecuroides,Astregalus alopecuroides,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Astregalus,arizonicus,Astregalus arizonicus,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Astregalus,brazoensis,Astregalus brazoensis,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Astregalus,calichrous,Astregalus calichrous,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Astregalus,canadensis,Astregalus canadensis,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Astregalus,cf. eremophilus,Astregalus cf. eremophilus,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Astregalus,cicar,Astregalus cicar,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Astregalus,collinus,Astregalus collinus,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Astregalus,crassicarpus,Astregalus crassicarpus,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
Astregalus,cretaceus,Astregalus cretaceus,,Canavanine,"Bell, E. A., Lackey, J. A. & Polhill, R. M. Systematic significance of canavanine in the Papilionoideae (Faboideae). Biochem. Syst. Ecol. 6, 201-212 (1978). https://doi.org/10.1016/0305-1978(78)90008-x"
